board,dataset,clf,n_features,flash,memory,raw_flash,raw_memory,flash_percent,memory_percent,flash_score,memory_score,offline_accuracy,online_accuracy,inference_time
Arduino Nano 33 BLE,Wine,"RandomForest{n=30, max_depth=10}",13,4600,48,91160,45632.0,0.09273274739583333,0.174072265625,0.8361040114159113,0.7611445137785428,0.9215630885122408,1.0,58.0
Arduino Nano 33 BLE,Wine,XGBoost{n=20},13,15864,48,102424,45632.0,0.10419108072916666,0.174072265625,0.8252913809930164,0.7609112008592278,0.9212806026365348,1.0,871.58
Arduino Nano 33 BLE,Wine,GaussianNB,13,1880,48,88440,45632.0,0.0899658203125,0.174072265625,0.8743011991856461,0.7934972385902189,0.960734463276836,1.0,766.0
Arduino Nano 33 BLE,Wine,Logistic Regression,13,1208,48,87768,45632.0,0.0892822265625,0.174072265625,0.8698984080743879,0.7889087511770244,0.9551789077212806,0.4,28.08
Arduino Nano 33 BLE,Digits,DecisionTree{max_depth=20},64,2440,256,89000,45840.0,0.09053548177083333,0.17486572265625,0.7009506720909271,0.6359549104736193,0.7707289927657207,1.0,1.24
Arduino Nano 33 BLE,Digits,"RandomForest{n=30, max_depth=10}",64,64520,256,151080,45840.0,0.1536865234375,0.17486572265625,0.7874435908806344,0.7677376247739288,0.9304396215915416,1.0,50.66
Arduino Nano 33 BLE,Digits,XGBoost{n=20},64,150536,256,237096,45840.0,0.2411865234375,0.17486572265625,0.6967402539388564,0.7576358139216403,0.9181969949916527,1.0,2842.42
Arduino Nano 33 BLE,Digits,GaussianNB,64,10344,256,96904,45840.0,0.09857584635416666,0.17486572265625,0.7333790276183687,0.6713112484566292,0.8135781858653311,0.8,12326.06
Arduino Nano 33 BLE,Digits,Logistic Regression,64,12872,256,99432,45840.0,0.1011474609375,0.17486572265625,0.8348274277658946,0.7663601051122529,0.9287701725097384,1.0,440.08
Arduino Nano 33 BLE,EMG,DecisionTree{max_depth=20},63,2112,248,88672,45832.0,0.09020182291666666,0.174835205078125,0.751882884945769,0.6819394698619131,0.8264282165921509,0.8,6.72
Arduino Nano 33 BLE,EMG,"RandomForest{n=30, max_depth=10}",63,52160,248,138720,45832.0,0.14111328125,0.174835205078125,0.787477330511398,0.7565591081473029,0.9168581994811502,1.0,208.76
Arduino Nano 33 BLE,EMG,XGBoost{n=20},63,119296,248,205856,45832.0,0.20940755208333334,0.174835205078125,0.7248568045048045,0.7565545535036263,0.9168526798034996,1.0,2532.96
Arduino Nano 33 BLE,EMG,GaussianNB,63,4960,248,91520,45832.0,0.09309895833333333,0.174835205078125,0.22232466039608287,0.2022872114742132,0.2451476513771596,0.0,6203.02
Arduino Nano 33 BLE,EMG,Logistic Regression,63,5952,248,92512,45832.0,0.09410807291666666,0.174835205078125,0.2044804638987208,0.18625850944689595,0.2257228017883756,0.2,211.8
Arduino Nano 33 BLE,Sport activity 10,DecisionTree{max_depth=20},180,2392,720,88952,46304.0,0.09048665364583333,0.1766357421875,0.7592541622585721,0.68733762105306,0.8347916666666667,0.0,4.28
Arduino Nano 33 BLE,Sport activity 10,"RandomForest{n=30, max_depth=10}",180,68056,720,154616,46304.0,0.15728352864583334,0.1766357421875,0.7400104014078777,0.7230167388916017,0.8781250000000002,0.0,156.86
Arduino Nano 33 BLE,Sport activity 10,XGBoost{n=20},180,115352,720,201912,46304.0,0.2053955078125,0.1766357421875,0.6777314147949218,0.7022610982259114,0.8529166666666667,0.0,3643.8
Arduino Nano 33 BLE,Sport activity 10,GaussianNB,180,34168,720,120728,46304.0,0.12281087239583335,0.1766357421875,0.7635200364854601,0.7166699727376302,0.8704166666666667,0.0,35361.32
Arduino Nano 33 BLE,Sport activity 10,Logistic Regression,180,40088,720,126648,46304.0,0.1288330078125,0.1766357421875,0.7052822774251303,0.6665819803873698,0.8095833333333333,0.2,1290.28
ESP32 Dev Module,Iris,DecisionTree{max_depth=20},4,392,16,213565,15388.0,0.16293716430664062,0.04696044921875,0.8035803222656249,0.91491796875,0.96,1.0,0.78
ESP32 Dev Module,Iris,"RandomForest{n=30, max_depth=10}",4,5728,16,218901,15388.0,0.1670082092285156,0.04696044921875,0.7941188405354817,0.9085643717447917,0.9533333333333333,1.0,13.04
ESP32 Dev Module,Iris,XGBoost{n=20},4,31604,16,244777,15388.0,0.18675003051757813,0.04696044921875,0.780719970703125,0.91491796875,0.96,1.0,353.16
ESP32 Dev Module,Iris,GaussianNB,4,2148,24,215321,15396.0,0.16427688598632811,0.04698486328125,0.7855797271728515,0.895834228515625,0.94,1.0,161.46
ESP32 Dev Module,Iris,Logistic Regression,4,516,16,213689,15388.0,0.16303176879882816,0.04696044921875,0.8146490783691406,0.9276251627604166,0.9733333333333332,0.4,3.88
ESP32 Dev Module,Wine,DecisionTree{max_depth=20},13,284,56,213457,15428.0,0.16285476684570313,0.04708251953125,0.7290730942979372,0.8298996023404398,0.8709039548022599,1.0,0.54
ESP32 Dev Module,Wine,"RandomForest{n=30, max_depth=10}",13,4804,56,217977,15428.0,0.16630325317382813,0.04708251953125,0.7728572949626801,0.8833778338243732,0.9270244821092278,1.0,13.66
ESP32 Dev Module,Wine,XGBoost{n=20},13,17528,56,230701,15428.0,0.1760108947753906,0.04708251953125,0.7591251794272671,0.8779043906691384,0.9212806026365348,1.0,187.0
ESP32 Dev Module,Wine,GaussianNB,13,2724,56,215897,15428.0,0.16471633911132813,0.04708251953125,0.8024857996277891,0.9155006641452595,0.960734463276836,1.0,515.22
ESP32 Dev Module,Wine,Logistic Regression,13,1060,56,214233,15428.0,0.16344680786132812,0.04708251953125,0.7990579643177671,0.9102066781426552,0.9551789077212806,0.4,11.26
ESP32 Dev Module,Digits,DecisionTree{max_depth=20},64,2236,256,215409,15628.0,0.16434402465820316,0.04769287109375,0.6547599406128269,0.7461593976071229,0.7835281023928771,1.0,1.28
ESP32 Dev Module,Digits,"RandomForest{n=30, max_depth=10}",64,62968,256,276141,15628.0,0.2106788635253906,0.04769287109375,0.7309017090115469,0.8818247426265999,0.9259877573734,1.0,97.92
ESP32 Dev Module,Digits,XGBoost{n=20},64,163252,256,376425,15628.0,0.2871894836425781,0.04769287109375,0.6545004741178331,0.8744055440708473,0.9181969949916527,1.0,4710.08
ESP32 Dev Module,Digits,GaussianNB,64,13140,264,226313,15636.0,0.17266311645507812,0.04771728515625,0.6731032408139542,0.7747564435734906,0.8135781858653311,0.8,8318.98
ESP32 Dev Module,Digits,Logistic Regression,64,12668,256,225841,15628.0,0.17230300903320311,0.04769287109375,0.7687402770860233,0.8844744563965116,0.9287701725097384,1.0,178.2
NUCLEO-L432KC{speed=80},Iris,DecisionTree{max_depth=20},4,392,0,15792,0.0,0.0642578125,0.0,0.8983125,0.96,0.96,1.0,0.44
NUCLEO-L432KC{speed=80},Iris,"RandomForest{n=30, max_depth=10}",4,4504,0,19904,0.0,0.08098958333333334,0.0,0.8822499999999999,0.96,0.96,1.0,18.2
NUCLEO-L432KC{speed=80},Iris,XGBoost{n=20},4,16240,0,31640,0.0,0.12874348958333334,0.0,0.8364062499999999,0.96,0.96,1.0,110.76
NUCLEO-L432KC{speed=80},Iris,GaussianNB,4,4776,0,20176,0.0,0.08209635416666666,0.0,0.8628294270833333,0.94,0.94,1.0,604.0
NUCLEO-L432KC{speed=80},Iris,Logistic Regression,4,712,0,16112,0.0,0.06555989583333334,0.0,0.9095217013888888,0.9733333333333332,0.9733333333333332,0.4,8.32
NUCLEO-L432KC{speed=80},Wine,DecisionTree{max_depth=20},13,344,0,15744,0.0,0.0640625,0.0,0.8306224988229755,0.8874764595103578,0.8874764595103578,1.0,0.46
NUCLEO-L432KC{speed=80},Wine,"RandomForest{n=30, max_depth=10}",13,4912,0,20312,0.0,0.08264973958333334,0.0,0.8504925295727401,0.9271186440677966,0.9271186440677966,1.0,26.48
NUCLEO-L432KC{speed=80},Wine,XGBoost{n=20},13,9840,0,25240,0.0,0.10270182291666667,0.0,0.8266634053279974,0.9212806026365348,0.9212806026365348,1.0,77.54
NUCLEO-L432KC{speed=80},Wine,GaussianNB,13,5360,0,20760,0.0,0.08447265625,0.0,0.8795786712129237,0.960734463276836,0.960734463276836,1.0,1884.8
NUCLEO-L432KC{speed=80},Wine,Logistic Regression,13,1168,0,16568,0.0,0.06741536458333333,0.0,0.8907851734149403,0.9551789077212806,0.9551789077212806,0.4,23.0
NUCLEO-L432KC{speed=80},Digits,DecisionTree{max_depth=20},64,2544,0,17944,0.0,0.07301432291666668,0.0,0.7103279228401503,0.7662771285475793,0.7662771285475793,1.0,1.08
NUCLEO-L432KC{speed=80},Digits,"RandomForest{n=30, max_depth=10}",64,64536,0,79936,0.0,0.32526041666666666,0.0,0.6251760747078464,0.9265442404006676,0.9265442404006676,1.0,59.28
NUCLEO-L432KC{speed=80},Digits,XGBoost{n=20},64,101208,0,116608,0.0,0.4744791666666667,0.0,0.4825316499721759,0.9181969949916527,0.9181969949916527,1.0,526.04
NUCLEO-L432KC{speed=80},Digits,GaussianNB,64,15384,0,30784,0.0,0.12526041666666668,0.0,0.7116690433129291,0.8135781858653311,0.8135781858653311,0.8,31710.02
NUCLEO-L432KC{speed=80},Digits,Logistic Regression,64,10616,0,26016,0.0,0.105859375,0.0,0.8304511425292154,0.9287701725097384,0.9287701725097384,1.0,396.74
NUCLEO-L432KC{speed=80},EMG,XGBoost{n=20},63,80088,0,95488,0.0,0.3885416666666667,0.0,0.5606172115048482,0.9168526798034996,0.9168526798034996,1.0,380.86
NUCLEO-L432KC{speed=80},Sport activity 10,XGBoost{n=20},180,77672,0,93072,0.0,0.3787109375,0.0,0.5299077962239583,0.8529166666666667,0.8529166666666667,0.0,421.58
NodeMCU 1.0 ESP8266{xtal=160},Iris,DecisionTree{max_depth=20},4,852,16,262608,26916.0,0.2514284838922165,0.328564453125,0.723619132237524,0.6490543619791667,0.9666666666666668,1.0,1.72
NodeMCU 1.0 ESP8266{xtal=160},Iris,"RandomForest{n=30, max_depth=10}",4,6532,16,268288,26916.0,0.2568666799430138,0.328564453125,0.7084537651209935,0.6401018880208332,0.9533333333333333,1.0,32.0
NodeMCU 1.0 ESP8266{xtal=160},Iris,XGBoost{n=20},4,31876,16,293632,26916.0,0.2811317575330504,0.328564453125,0.6901135127682716,0.6445781249999999,0.96,1.0,417.4
NodeMCU 1.0 ESP8266{xtal=160},Iris,GaussianNB,4,2760,20,264516,26920.0,0.25325525819942096,0.32861328125,0.7019400572925443,0.631103515625,0.94,1.0,351.82
NodeMCU 1.0 ESP8266{xtal=160},Iris,Logistic Regression,4,1076,16,262832,26916.0,0.2516429479618254,0.328564453125,0.7284008639838232,0.6535305989583332,0.9733333333333332,0.4,19.24
NodeMCU 1.0 ESP8266{xtal=160},Wine,DecisionTree{max_depth=20},13,776,52,262532,26952.0,0.2513557192971706,0.32900390625,0.6519972648041874,0.5843731517037429,0.8709039548022599,1.0,1.22
NodeMCU 1.0 ESP8266{xtal=160},Wine,"RandomForest{n=30, max_depth=10}",13,5176,52,266932,26952.0,0.2555684063787742,0.32900390625,0.6985179689675627,0.6296116830714454,0.9383239171374764,1.0,38.32
NodeMCU 1.0 ESP8266{xtal=160},Wine,XGBoost{n=20},13,17944,52,279700,26952.0,0.26779285834648203,0.32900390625,0.6745682367173276,0.6181756856167608,0.9212806026365348,1.0,326.7
NodeMCU 1.0 ESP8266{xtal=160},Wine,GaussianNB,13,3340,56,265096,26956.0,0.2538105669510869,0.329052734375,0.7168899044630942,0.6446021611272951,0.960734463276836,0.6,1132.46
NodeMCU 1.0 ESP8266{xtal=160},Wine,Logistic Regression,13,1640,52,263396,26952.0,0.2521829378513764,0.32900390625,0.7142990845984593,0.640921315913371,0.9551789077212806,0.4,59.9
NodeMCU 1.0 ESP8266{xtal=160},Digits,DecisionTree{max_depth=20},64,3060,256,264816,27156.0,0.2535424868640757,0.331494140625,0.5844550478476603,0.523421115270242,0.7829716193656093,1.0,4.66
NodeMCU 1.0 ESP8266{xtal=160},Digits,"RandomForest{n=30, max_depth=10}",64,70612,256,332368,27156.0,0.31821872271327684,0.331494140625,0.6339769139377375,0.6216323266642321,0.9298831385642736,1.0,309.34
NodeMCU 1.0 ESP8266{xtal=160},Digits,XGBoost{n=20},64,162932,256,424688,27156.0,0.4066085571163774,0.331494140625,0.5448502397095033,0.6138200712124373,0.9181969949916527,1.0,14245.06
NodeMCU 1.0 ESP8266{xtal=160},Digits,GaussianNB,64,13496,260,275252,27160.0,0.2635342146785337,0.33154296875,0.599172497573725,0.5438420588132999,0.8135781858653311,0.8,18514.24
NodeMCU 1.0 ESP8266{xtal=160},Digits,Logistic Regression,64,13268,256,275024,27156.0,0.2633159208933961,0.331494140625,0.6842101992370184,0.6208883023354896,0.9287701725097384,1.0,841.04
NodeMCU 1.0 ESP8266{xtal=160},EMG,DecisionTree{max_depth=20},63,2560,252,264316,27152.0,0.25306377242298445,0.3314453125,0.6209189291411374,0.555761315770409,0.8312877407959375,0.8,6.36
NodeMCU 1.0 ESP8266{xtal=160},EMG,"RandomForest{n=30, max_depth=10}",63,50128,252,311884,27152.0,0.29860674949064786,0.3314453125,0.6409465243543445,0.6109380194102915,0.9138190649666059,0.8,607.44
NodeMCU 1.0 ESP8266{xtal=160},EMG,GaussianNB,63,7156,256,268912,27156.0,0.2574641155654958,0.331494140625,0.1820309281323807,0.16388264135765096,0.2451476513771596,0.0,8799.22
NodeMCU 1.0 ESP8266{xtal=160},EMG,Logistic Regression,63,6864,252,268620,27152.0,0.2571845463318985,0.3314453125,0.16767038541366716,0.15090803721125187,0.2257228017883756,0.2,440.46
NodeMCU 1.0 ESP8266{xtal=160},Sport activity 10,DecisionTree{max_depth=20},180,2788,720,264544,27620.0,0.25328206620812205,0.337158203125,0.5990855756317754,0.5317924499511719,0.8022916666666667,0.0,4.88
NodeMCU 1.0 ESP8266{xtal=160},Sport activity 10,"RandomForest{n=30, max_depth=10}",180,59668,720,321424,27620.0,0.30774062102667016,0.337158203125,0.6289464899380607,0.6022193908691407,0.9085416666666668,0.0,364.52
NodeMCU 1.0 ESP8266{xtal=160},Sport activity 10,Logistic Regression,180,37300,720,299056,27620.0,0.28632485179000905,0.337158203125,0.5777795054050052,0.5366256713867188,0.8095833333333333,0.2,3874.46
NodeMCU 1.0 ESP8266{xtal=80},Iris,DecisionTree{max_depth=20},4,868,16,262624,26916.0,0.2514438027543314,0.328564453125,0.7236043240041463,0.6490543619791667,0.9666666666666668,1.0,2.88
NodeMCU 1.0 ESP8266{xtal=80},Iris,"RandomForest{n=30, max_depth=10}",4,6132,16,267888,26916.0,0.2564837083901408,0.328564453125,0.7137756399454648,0.6445781249999999,0.96,1.0,57.36
NodeMCU 1.0 ESP8266{xtal=80},Iris,GaussianNB,4,2760,20,264516,26920.0,0.25325525819942096,0.32861328125,0.7019400572925443,0.631103515625,0.94,1.0,700.48
NodeMCU 1.0 ESP8266{xtal=80},Iris,Logistic Regression,4,1076,16,262832,26916.0,0.2516429479618254,0.328564453125,0.7284008639838232,0.6535305989583332,0.9733333333333332,0.4,38.12
NodeMCU 1.0 ESP8266{xtal=80},Wine,DecisionTree{max_depth=20},13,760,52,262516,26952.0,0.2513404004350557,0.32900390625,0.6686474860521184,0.5992841760092985,0.8931261770244822,1.0,1.72
NodeMCU 1.0 ESP8266{xtal=80},Wine,"RandomForest{n=30, max_depth=10}",13,5896,52,267652,26952.0,0.2562577551739457,0.32900390625,0.6935991706927723,0.6257575623822976,0.9325800376647836,1.0,70.94
NodeMCU 1.0 ESP8266{xtal=80},Wine,GaussianNB,13,3340,56,265096,26956.0,0.2538105669510869,0.329052734375,0.7168899044630942,0.6446021611272951,0.960734463276836,0.6,2262.82
NodeMCU 1.0 ESP8266{xtal=80},Wine,Logistic Regression,13,1640,52,263396,26952.0,0.2521829378513764,0.32900390625,0.7142990845984593,0.640921315913371,0.9551789077212806,0.4,118.02
NodeMCU 1.0 ESP8266{xtal=80},Digits,DecisionTree{max_depth=20},64,3076,256,264832,27156.0,0.25355780572619063,0.331494140625,0.5869353480850821,0.525653188256469,0.7863105175292153,1.0,7.16
NodeMCU 1.0 ESP8266{xtal=80},Digits,"RandomForest{n=30, max_depth=10}",64,70020,256,331776,27156.0,0.31765192481502474,0.331494140625,0.6383011209715881,0.6253524483079438,0.9354479688369504,1.0,370.96
NodeMCU 1.0 ESP8266{xtal=80},Digits,Logistic Regression,64,13268,256,275024,27156.0,0.2633159208933961,0.331494140625,0.6842101992370184,0.6208883023354896,0.9287701725097384,1.0,1665.6
NodeMCU 1.0 ESP8266{xtal=80},EMG,DecisionTree{max_depth=20},63,2528,252,264284,27152.0,0.2530331346987546,0.3314453125,0.613687064592767,0.5492658145233068,0.8215720041949549,0.8,9.52
NodeMCU 1.0 ESP8266{xtal=80},EMG,"RandomForest{n=30, max_depth=10}",63,50272,252,312028,27152.0,0.2987446192496821,0.3314453125,0.6438009781525961,0.6137794783128416,0.9180692167577414,1.0,691.34
NodeMCU 1.0 ESP8266{xtal=80},EMG,GaussianNB,63,7156,256,268912,27156.0,0.2574641155654958,0.331494140625,0.1820309281323807,0.16388264135765096,0.2451476513771596,0.0,17582.96
NodeMCU 1.0 ESP8266{xtal=80},EMG,Logistic Regression,63,6864,252,268620,27152.0,0.2571845463318985,0.3314453125,0.16767038541366716,0.15090803721125187,0.2257228017883756,0.2,871.58
NodeMCU 1.0 ESP8266{xtal=80},Sport activity 10,DecisionTree{max_depth=20},180,2836,720,264592,27620.0,0.2533280227944668,0.337158203125,0.5713596192241508,0.5072120666503906,0.7652083333333334,0.0,7.18
NodeMCU 1.0 ESP8266{xtal=80},Sport activity 10,"RandomForest{n=30, max_depth=10}",180,60804,720,322560,27620.0,0.30882826023682963,0.337158203125,0.6242144774736132,0.5986289978027344,0.903125,0.0,468.66
NodeMCU 1.0 ESP8266{xtal=80},Sport activity 10,GaussianNB,180,39304,724,301060,27624.0,0.28824353926990304,0.33720703125,0.6195246860271553,0.5769060465494792,0.8704166666666667,0.0,0.0
NodeMCU 1.0 ESP8266{xtal=80},Sport activity 10,Logistic Regression,180,37300,720,299056,27620.0,0.28632485179000905,0.337158203125,0.5777795054050052,0.5366256713867188,0.8095833333333333,0.2,6459.28
NodeMCU 1.0 ESP8266{xtal=80},Iris,XGBoost{n=20},4,31876,16,293632,26916.0,0.2811317575330504,0.328564453125,0.6901135127682716,0.6445781249999999,0.96,1.0,765.98
NodeMCU 1.0 ESP8266{xtal=80},Wine,XGBoost{n=20},13,17944,52,279700,26952.0,0.26779285834648203,0.32900390625,0.6745682367173276,0.6181756856167608,0.9212806026365348,1.0,625.92
NodeMCU 1.0 ESP8266{xtal=80},Digits,XGBoost{n=20},64,162932,256,424688,27156.0,0.4066085571163774,0.331494140625,0.5448502397095033,0.6138200712124373,0.9181969949916527,1.0,15623.5
NodeMCU 1.0 ESP8266{xtal=80},EMG,XGBoost{n=20},63,125472,252,387228,27152.0,0.3707432711898161,0.3314453125,0.5769357180940012,0.6129661568295662,0.9168526798034996,1.0,11253.13
NodeMCU 1.0 ESP8266{xtal=80},Sport activity 10,XGBoost{n=20},180,127092,720,388848,27620.0,0.3722943059789519,0.337158203125,0.535380648192119,0.5653488159179687,0.8529166666666667,0.0,13313.5
NodeMCU 1.0 ESP8266{xtal=160},EMG,XGBoost{n=20},63,125472,252,387228,27152.0,0.3707432711898161,0.3314453125,0.5769357180940012,0.6129661568295662,0.9168526798034996,1.0,10340.5
NodeMCU 1.0 ESP8266{xtal=160},Sport activity 10,XGBoost{n=20},180,127092,720,388848,27620.0,0.3722943059789519,0.337158203125,0.535380648192119,0.5653488159179687,0.8529166666666667,0.0,12042.5
ESP32 Dev Module,EMG,DecisionTree{max_depth=20},63,2140,256,215313,15628.0,0.16427078247070312,0.04769287109375,0.6891442409902178,0.785274655683155,0.8246023072252581,0.67,2.13
ESP32 Dev Module,EMG,"RandomForest{n=30, max_depth=10}",63,52044,256,265217,15628.0,0.2023445129394532,0.04769287109375,0.7221351192377718,0.8621446642559043,0.9053220731909256,0.67,163.78
ESP32 Dev Module,EMG,GaussianNB,63,6632,256,219805,15628.0,0.16769790649414062,0.04769287109375,0.2040369034592545,0.23345585604109315,0.2451476513771596,0.0,4073.42
ESP32 Dev Module,EMG,Logistic Regression,63,6252,256,219425,15628.0,0.16740798950195312,0.04769287109375,0.18793500135623573,0.2149574332997625,0.2257228017883756,0.33,87.03
ESP32 Dev Module,Sport activity 10,DecisionTree{max_depth=20},180,2348,720,215521,16092.0,0.16442947387695311,0.04910888671875,0.6715898103713989,0.7642787322998046,0.80375,0.0,2.13
ESP32 Dev Module,Sport activity 10,"RandomForest{n=30, max_depth=10}",180,61908,720,275081,16092.0,0.2098701477050781,0.04910888671875,0.7190181655883789,0.8653109130859375,0.91,0.0,197.63
ESP32 Dev Module,Sport activity 10,GaussianNB,180,38896,728,252069,16100.0,0.19231338500976566,0.04913330078125,0.7030238911310832,0.8276502227783203,0.8704166666666667,0.0,24096.77
ESP32 Dev Module,Sport activity 10,Logistic Regression,180,36556,720,249729,16092.0,0.1905281066894532,0.04910888671875,0.6553349536259969,0.7698255971272786,0.8095833333333333,0.33,1046.33
ESP32 Dev Module,EMG,XGBoost{n=20},63,127332,256,340505,15628.0,0.2597846984863281,0.04769287109375,0.6786683828243655,0.8731253431336721,0.9168526798034996,1.0,3431.52
ESP32 Dev Module,Sport activity 10,XGBoost{n=20},180,129488,720,342661,16092.0,0.2614295959472656,0.04910888671875,0.6299390071233113,0.8110308787027994,0.8529166666666667,0.0,4083.35
Seeeduino XIAO,Iris,DecisionTree{max_depth=20},4,1040,0,35236,0.0,0.1344146728515625,0.0,0.8367324829101562,0.9666666666666668,0.9666666666666668,1.0,5.87
Seeeduino XIAO,Iris,"RandomForest{n=30, max_depth=10}",4,5720,0,39916,0.0,0.1522674560546875,0.0,0.8081716918945312,0.9533333333333333,0.9533333333333333,1.0,176.12
Seeeduino XIAO,Iris,GaussianNB,4,5136,0,39332,0.0,0.1500396728515625,0.0,0.7989627075195312,0.94,0.94,1.0,1399.08
Seeeduino XIAO,Iris,Logistic Regression,4,2512,0,36708,0.0,0.1400299072265625,0.0,0.8370375569661458,0.9733333333333332,0.9733333333333332,0.33,121.88
Seeeduino XIAO,Iris,XGBoost{n=20},4,26368,0,60564,0.0,0.2310333251953125,0.0,0.7382080078125,0.96,0.96,1.0,3080.78
Seeeduino XIAO,Wine,DecisionTree{max_depth=20},13,936,0,35132,0.0,0.1340179443359375,0.0,0.7830532655877582,0.9042372881355932,0.9042372881355932,1.0,6.75
Seeeduino XIAO,Wine,"RandomForest{n=30, max_depth=10}",13,5608,0,39804,0.0,0.1518402099609375,0.0,0.8004008866074844,0.9436911487758946,0.9436911487758946,1.0,220.47
Seeeduino XIAO,Wine,GaussianNB,13,5576,0,39772,0.0,0.1517181396484375,0.0,0.8149736178123345,0.960734463276836,0.960734463276836,1.0,4484.8
Seeeduino XIAO,Wine,Logistic Regression,13,2944,0,37140,0.0,0.1416778564453125,0.0,0.8198512075535546,0.9551789077212806,0.9551789077212806,0.33,381.38
Seeeduino XIAO,Wine,XGBoost{n=20},13,15024,0,49220,0.0,0.1877593994140625,0.0,0.7483015099936734,0.9212806026365348,0.9212806026365348,1.0,2618.72
Seeeduino XIAO,Digits,DecisionTree{max_depth=20},64,2856,0,37052,0.0,0.1413421630859375,0.0,0.6594033472128026,0.7679465776293823,0.7679465776293823,1.0,23.22
Seeeduino XIAO,Digits,"RandomForest{n=30, max_depth=10}",64,70336,0,104532,0.0,0.3987579345703125,0.0,0.5517240767354228,0.9176405119643852,0.9176405119643852,1.0,484.28
Seeeduino XIAO,Digits,GaussianNB,64,13800,0,47996,0.0,0.1830902099609375,0.0,0.664619984995609,0.8135781858653311,0.8135781858653311,0.67,71784.27
Seeeduino XIAO,Digits,Logistic Regression,64,12208,0,46404,0.0,0.1770172119140625,0.0,0.7643618660631217,0.9287701725097384,0.9287701725097384,1.0,5435.57
Seeeduino XIAO,Digits,XGBoost{n=20},64,135504,0,169700,0.0,0.6473541259765625,0.0,0.32379838182452525,0.9181969949916527,0.9181969949916527,1.0,10442.97
Seeeduino XIAO,EMG,DecisionTree{max_depth=20},63,2328,0,36524,0.0,0.1393280029296875,0.0,0.7175525575795633,0.8337119832201801,0.8337119832201801,0.67,24.0
Seeeduino XIAO,EMG,"RandomForest{n=30, max_depth=10}",63,44960,0,79156,0.0,0.3019561767578125,0.0,0.6400056617460143,0.91685599161009,0.91685599161009,1.0,664.0
Seeeduino XIAO,EMG,GaussianNB,63,8448,0,42644,0.0,0.1626739501953125,0.0,0.2052685145465337,0.2451476513771596,0.2451476513771596,0.0,35652.04
